year,keyword,score_logodds,count_top,count_rest,p_top,p_rest,delta
1998,world_war_ii,1.0409526970499163,1,4,0.003401360544217687,0.0016019223067681217,0.0017994382374495652
1998,sword_fight,1.0409526970499163,1,4,0.003401360544217687,0.0016019223067681217,0.0017994382374495652
1998,woman_director,0.9086551924784354,4,15,0.013605442176870748,0.006007208650380457,0.007598233526490291
1998,loss_of_loved_one,0.8398808784375813,1,5,0.003401360544217687,0.002002402883460152,0.0013989576607575348
1998,hospital,0.8398808784375813,1,5,0.003401360544217687,0.002002402883460152,0.0013989576607575348
1998,wedding,0.8398808784375813,1,5,0.003401360544217687,0.002002402883460152,0.0013989576607575348
1998,soldier,0.8398808784375813,1,5,0.003401360544217687,0.002002402883460152,0.0013989576607575348
1998,england,0.8398808784375813,1,5,0.003401360544217687,0.002002402883460152,0.0013989576607575348
1998,christmas,0.8398808784375813,1,5,0.003401360544217687,0.002002402883460152,0.0013989576607575348
1998,fight,0.672425509659881,1,6,0.003401360544217687,0.0024028834601521826,0.0009984770840655043
1999,action_hero,1.7467261063134831,2,3,0.006309148264984227,0.0011829652996845426,0.005126182965299684
1999,undercover,1.4950168892394515,2,4,0.006309148264984227,0.0015772870662460567,0.00473186119873817
1999,duringcreditsstinger,1.4950168892394515,2,4,0.006309148264984227,0.0015772870662460567,0.00473186119873817
1999,remake,1.4950168892394515,2,4,0.006309148264984227,0.0015772870662460567,0.00473186119873817
1999,london,1.2939512490644258,2,5,0.006309148264984227,0.001971608832807571,0.004337539432176656
1999,england,1.2939512490644258,2,5,0.006309148264984227,0.001971608832807571,0.004337539432176656
1999,coming_of_age,1.126502063645428,2,6,0.006309148264984227,0.002365930599369085,0.003943217665615142
1999,dystopia,0.981026705870498,1,4,0.0031545741324921135,0.0015772870662460567,0.0015772870662460567
1999,thief,0.981026705870498,1,4,0.0031545741324921135,0.0015772870662460567,0.0015772870662460567
1999,relationship,0.981026705870498,1,4,0.0031545741324921135,0.0015772870662460567,0.0015772870662460567
1999,sibling_relationship,0.981026705870498,1,4,0.0031545741324921135,0.0015772870662460567,0.0015772870662460567
1999,martial_arts,0.7799610656954723,1,5,0.0031545741324921135,0.001971608832807571,0.0011829652996845426
