year,rank,id,metric_value
2010,85,tt1320244,69432527
2010,86,tt1038686,67918658
2010,87,tt1440728,67876281
2010,88,tt1458175,67448651
2010,89,tt1564585,66984888
2010,90,tt1273678,66166000
2010,91,tt1529235,65584679
2010,92,tt1231587,64780213
2010,93,tt1555149,63027681
2010,94,tt1305797,62000000
2010,95,tt1139328,60331447
2010,96,tt1028576,60321861
2010,97,tt1391137,60072596
2010,98,tt1126618,60040976
2010,99,tt1403981,56032889
2010,100,tt1385867,55583804
2014,1,tt2109248,1104054072
2014,2,tt2310332,956019788
2014,3,tt2015381,772776600
2014,4,tt1587310,758539785
2014,5,tt1951265,755356711
2014,6,tt1877832,747862775
2014,7,tt1843866,714766572
2014,8,tt2103281,710644566
2014,9,tt1872181,708962323
2014,10,tt0816692,701729206
2014,11,tt2245084,657827828
2014,12,tt1646971,621537519
2014,13,tt2179136,542307423
2014,14,tt0831387,529076069
2014,15,tt2357291,500188435
2014,16,tt1291150,485004754
2014,17,tt1490017,469160692
2014,18,tt2872732,458863600
2014,19,tt2802144,414351546
2014,20,tt1911658,373552094
2014,21,tt1631867,370541256
2014,22,tt2267998,369330363
2014,23,tt2692250,363204635
2014,24,tt1959490,362637473
2014,25,tt1790864,348319861
2014,26,tt1253863,337580051
2014,27,tt2294449,331333876
2014,28,tt2446042,325771424
2014,29,tt2582846,307166834
2014,30,tt1840309,288885818
2014,31,tt0864835,272912430
2014,32,tt2004420,270665134
2014,33,tt1528100,268031828
2014,34,tt1109624,259207227
2014,35,tt3322940,257047661
2014,36,tt1267297,244819862
2014,37,tt1234721,242688965
2014,38,tt2084970,233555708
2014,39,tt2024469,222809600
2014,40,tt0829150,217124280
2014,41,tt2333784,214700000
2014,42,tt2180411,212902372
2014,43,tt2713180,211817906
2014,44,tt2369135,203277636
2014,45,tt2203939,196781193
2014,46,tt0455944,192330738
2014,47,tt3890264,189000000
2014,48,tt2800240,176404493
2014,49,tt2278388,174600318
2014,50,tt2096672,169837010
2014,51,tt1809398,163442937
2014,52,tt2106361,160602194
2014,53,tt2177771,154984035
2014,54,tt1408253,153997819
2014,55,tt2980706,151165787
2014,56,tt3950078,141654055
2014,57,tt1924435,136621271
2014,58,tt1205537,135511030
2014,59,tt1823664,133821816
2014,60,tt1086772,127994610
2014,61,tt1956620,126069509
2014,62,tt2980516,123726688
2014,63,tt1821658,122529966
2014,64,tt2338151,120000000
2014,65,tt1921064,117831631
2014,66,tt1121096,114178613
2014,67,tt3541262,112156811
2014,68,tt2975578,111928365
2014,69,tt0787474,108255770
2014,70,tt2170439,107670357
2014,71,tt3812366,105365782
2014,72,tt1204977,103590271
2014,73,tt2562232,103215094
2014,74,tt2209764,103039258
2014,75,tt1929263,101332962
2014,76,tt1698641,100654149
2014,77,tt2103254,100525432
2014,78,tt2262227,97437106
2014,79,tt2473682,90894962
2014,80,tt2980648,89514453
2014,81,tt2911666,88761661
2014,82,tt2377322,87937815
2014,83,tt2557490,86410000
2014,84,tt2626350,86165646
2014,85,tt1872194,83719388
2014,86,tt3331846,83061158
2014,87,tt2281587,80383290
2014,88,tt2955316,78768613
2014,89,tt1355630,78274843
2014,90,tt1418377,76801179
2014,91,tt1430612,71416730
2014,92,tt2239832,70181428
2014,93,tt3210686,67800064
2014,94,tt1742044,67347013
2014,95,tt0435651,66980456
2014,96,tt1020072,66787908
2014,97,tt3485166,64400000
2014,98,tt2483260,63998725
2014,99,tt3713166,62882090
2014,100,tt1043726,61279452
2008,1,tt0468569,1004558444
2008,2,tt0367882,786636033
2008,3,tt0441773,631744560
2008,4,tt0448157,629443428
2008,5,tt0795421,609841637
2008,6,tt0479952,603900354
2008,7,tt0830515,589580482
2008,8,tt0371746,585174222
2008,9,tt0910970,521311860
2008,10,tt0499448,419665568
2008,11,tt1000774,418765519
2008,12,tt0859163,403449830
2008,13,tt1099212,393616788
2008,14,tt1010048,378410542
2008,15,tt0493464,342463063
2008,16,tt0421715,335802786
2008,17,tt0397892,309979994
2008,18,tt0451079,298572799
2008,19,tt1205489,269958228
2008,20,tt0443649,269784201
2008,21,tt0822832,255743093
2008,22,tt0962726,252909177
2008,23,tt0425637,250100000
2008,24,tt1064932,245144417
2008,25,tt0970416,233093859
2008,26,tt0425061,230685453
2008,27,tt0936501,226830568
2008,28,tt1068680,223241637
2008,29,tt0489099,222231186
2008,30,tt1033643,219375562
2008,31,tt0960731,212874864
2008,32,tt0455824,211787511
2008,33,tt0960144,204313400
2008,34,tt0876563,202404009
2008,35,tt0985699,200276000
2008,36,tt0942385,195702811
2008,37,tt1059786,178800000
2008,38,tt1060277,170764026
2008,39,tt0814314,168167691
2008,40,tt0416236,164170327
2008,41,tt0369436,164112721
2008,42,tt0887883,163720069
2008,43,tt0800080,163712074
2008,44,tt0949731,163403799
2008,45,tt0411477,160388063
2008,46,tt0988595,160259319
2008,47,tt0478087,159808370
2008,48,tt0443274,151161491
2008,49,tt1023481,150816700
2008,50,tt1014775,149281606
2008,51,tt0463872,132900000
2008,52,tt0838283,128107642
2008,53,tt0865556,127906624
2008,54,tt1132626,113864059
2008,55,tt0824747,113398237
2008,56,tt0758774,113280098
2008,57,tt0462499,113244290
2008,58,tt0770752,111231041
2008,59,tt1129442,108979549
2008,60,tt0976051,108902486
2008,61,tt0866439,106407672
2008,62,tt0800039,105173115
2008,63,tt0373051,101702060
2008,64,tt0910936,101624843
2008,65,tt0410377,100104565
2008,66,tt0497465,96409300
2008,67,tt0811080,93945766
2008,68,tt0430922,92380927
2008,69,tt0420238,86947965
2008,70,tt1073498,85897593
2008,71,tt0467197,85416905
2008,72,tt0956038,84375061
2008,73,tt0482606,82391145
2008,74,tt1034331,79498846
2008,75,tt0467200,78269970
2008,76,tt0452608,76014335
2008,77,tt1166100,76000000
2008,78,tt0959337,75981180
2008,79,tt0790686,72436439
2008,80,tt0364970,72109200
2008,81,tt1127884,70642966
2008,82,tt0852713,70442940
2008,83,tt1069238,69932387
2008,84,tt0443701,69363381
2008,85,tt1185834,68282844
2008,86,tt0421073,66476363
2008,87,tt0200465,64828421
2008,88,tt0482603,64762724
2008,89,tt0871426,64444713
2008,90,tt0494238,62803180
2008,91,tt0406759,58010320
2008,92,tt0832266,55447968
2008,93,tt1013753,54589558
2008,94,tt0880578,52659594
2008,95,tt0997047,51549674
2008,96,tt1034303,51155219
2008,97,tt0918927,50907234
2008,98,tt1079448,50802372
2008,99,tt0765476,50650079
2008,100,tt0430770,50007546
2009,1,tt0499549,2923706026
2009,2,tt0417741,933959197
2009,3,tt1080016,886686817
2009,4,tt1055369,836303693
2009,5,tt1190080,791217826
2009,6,tt1049413,735099082
2009,7,tt1259571,709827462
2009,8,tt0988045,524028679
2009,9,tt0808151,485930816
2009,10,tt1119646,469310836
2009,11,tt1231580,443140005
2009,12,tt1078912,413106170
2009,13,tt0796366,385680446
2009,14,tt0892782,381509870
2009,15,tt0458525,373062864
2009,16,tt0438488,371353001
2009,17,tt1013752,363164265
2009,18,tt1067106,325286646
2009,19,tt1142988,321682600
2009,20,tt0361748,321457747
2009,21,tt1041829,317375031
2009,22,tt0878804,309208309
2009,23,tt1046173,302469017
2009,24,tt0436339,292817841
2009,25,tt0780521,270997378
2009,26,tt1477715,261200000
2009,27,tt0844471,242988466
2009,28,tt1230414,219103655
2009,29,tt1152836,214104620
2009,30,tt1136608,210819611
2009,31,tt1144884,186167139
2009,32,tt0409459,185258983
2009,33,tt1114740,183293131
2009,34,tt1001508,178866158
2009,35,tt1078940,171844840
2009,36,tt1193138,166842739
2009,37,tt1114677,155545279
2009,38,tt0448011,155446362
2009,39,tt1111422,150166126
2009,40,tt0889583,138805831
2009,41,tt0974661,136316880
2009,42,tt1135503,129540499
2009,43,tt1197624,127944208
2009,44,tt0327597,124600000
2009,45,tt0986263,122444772
2009,46,tt1057500,122426792
2009,47,tt1326972,121059225
2009,48,tt0785006,117000198
2009,49,tt0901476,115375850
2009,50,tt0844479,114000000
2009,51,tt1132620,109421911
2009,52,tt1093908,108332743
2009,53,tt1075417,106303988
2009,54,tt0762125,104945765
2009,55,tt1179891,102836002
2009,56,tt1156398,102391540
2009,57,tt0821640,102223269
2009,58,tt0452694,101344412
2009,59,tt0386117,100140916
2009,60,tt0976238,96753696
2009,61,tt1078588,95714875
2009,62,tt0380510,93621340
2009,63,tt0834001,92158961
2009,64,tt1155056,91980359
2009,65,tt0758746,91509154
2009,66,tt1127180,90810892
2009,67,tt1142800,90508336
2009,68,tt0473705,87812371
2009,69,tt1314228,85280250
2009,70,tt1135487,78176181
2009,71,tt1148204,77912251
2009,72,tt0492044,77527732
2009,73,tt1016075,77211836
2009,74,tt1139668,76514050
2009,75,tt0838232,75871032
2009,76,tt1198138,73830340
2009,77,tt1153040,71641901
2009,78,tt1201167,71585235
2009,79,tt1187043,70000000
2009,80,tt1234548,68729358
2009,81,tt0457400,68688831
2009,82,tt1233227,68234154
2009,83,tt1216487,67126795
2009,84,tt1054606,64352607
2009,85,tt1264904,62794894
2009,86,tt1045778,62357900
2009,87,tt1186367,61601280
2009,88,tt1022603,60781545
2009,89,tt0963178,60161391
2009,90,tt1098327,58228460
2009,91,tt0775552,57881056
2009,92,tt0875034,53825515
2009,93,tt1485763,53000000
2009,94,tt0433362,51417188
2009,95,tt1468843,50673078
2009,96,tt0465580,49678401
2009,97,tt1343755,48720000
2009,98,tt0472033,48428063
2009,99,tt1220198,47709193
2009,100,tt0929632,47536959
2012,1,tt0848228,1518815515
2012,2,tt1074638,1142471295
2012,3,tt1345836,1081041287
2012,4,tt0903624,1021103568
2012,5,tt1667889,877244782
2012,6,tt1673434,829747654
2012,7,tt0948470,757930663
2012,8,tt1277953,746921274
2012,9,tt1392170,694394724
2012,10,tt1409024,624026776
2012,11,tt0454876,609016565
2012,12,tt1637725,549368315
2012,13,tt1217209,538983207
2012,14,tt1772341,471222889
2012,15,tt1707386,441809770
2012,16,tt1853728,425368238
2012,17,tt1446714,403354469
2012,18,tt1735898,396600000
2012,19,tt1397280,376141306
2012,20,tt0837562,358375603
2012,21,tt1397514,355692760
2012,22,tt1482459,348840316
2012,23,tt1764651,314975955
2012,24,tt1446192,306941670
2012,25,tt1440129,303025485
2012,26,tt1646987,301970083
2012,27,tt0401729,284139100
2012,28,tt1194173,276572938
2012,29,tt0443272,275293450
2012,30,tt2176013,256884693
2012,31,tt1077368,245527149
2012,32,tt1855325,240159255
2012,33,tt1045658,236412453
2012,34,tt1605630,234989584
2012,35,tt1024648,232325503
2012,36,tt0790724,218340595
2012,37,tt1599348,208076205
2012,38,tt2459022,208000000
2012,39,tt1232829,201585328
2012,40,tt1386703,198802074
2012,41,tt1649419,198087212
2012,42,tt1606389,196114570
2012,43,tt1667353,183018522
2012,44,tt1645170,179379533
2012,45,tt1424310,171339013
2012,46,tt1915581,167221571
2012,47,tt1907668,161772375
2012,48,tt1496025,160112671
2012,49,tt1596350,156974557
2012,50,tt1706593,145000000
2012,51,tt2109184,142802657
2012,52,tt1800741,140470746
2012,53,tt1412386,136836156
2012,54,tt1790885,132820716
2012,55,tt1371111,130482868
2012,56,tt1596365,127730736
2012,57,tt1430626,123054041
2012,58,tt1047540,119772232
2012,59,tt1611224,116471580
2012,60,tt1981677,115400000
2012,61,tt1535438,114281051
2012,62,tt1623288,107139399
2012,63,tt1790886,104907746
2012,64,tt2371411,103131994
2012,65,tt1636826,102731865
2012,66,tt1560985,101758490
2012,67,tt1327194,99357138
2012,68,tt1524137,96262212
2012,69,tt1621045,96070507
2012,70,tt1758830,88215156
2012,71,tt0431021,85446075
2012,72,tt2330866,83519699
2012,73,tt1615065,82966152
2012,74,tt1922777,82515113
2012,75,tt1591479,82499399
2012,76,tt1142977,81493846
2012,77,tt1586265,79700000
2012,78,tt1601913,77278331
2012,79,tt2023453,76196538
2012,80,tt2375379,74223861
2012,81,tt1859650,73244881
2012,82,tt1648179,73100000
2012,83,tt1259521,71041255
2012,84,tt1781769,68929150
2012,85,tt1298649,68267862
2012,86,tt1748122,68263166
2012,87,tt2215285,66899242
2012,88,tt1979319,61700000
2012,89,tt1597522,61319383
2012,90,tt0860907,60487945
2012,91,tt1441951,59520298
2012,92,tt1336608,59418613
2012,93,tt1232200,58058367
2012,94,tt1462769,56012642
2012,95,tt0938330,55362705
2012,96,tt2140203,55060661
2012,97,tt0383010,54819301
2012,98,tt1195478,54169363
2012,99,tt1212450,53676580
2012,100,tt2016894,51000000
2016,1,tt3498820,1155046416
2016,2,tt3748528,1056057273
2016,3,tt2277860,1028570889
2016,4,tt2948356,1023784195
2016,5,tt3040964,966550600
2016,6,tt2709768,875457937
2016,7,tt2975590,873637528
2016,8,tt3183660,809342332
2016,9,tt1431045,783100000
2016,10,tt1386697,746846894
2016,11,tt3521164,690860472
2016,12,tt1211837,676343174
2016,13,tt3470600,634151679
2016,14,tt4701660,553810228
2016,15,tt3385516,543934787
2016,16,tt2267968,521170825
2016,17,tt3783958,447407695
2016,18,tt0803096,433677183
2016,19,tt4196776,415484914
2016,20,tt3416828,408579038
2016,21,tt1628841,389681935
2016,22,tt5311514,357986087
2016,23,tt0918940,356743061
2016,24,tt1985949,349779543
2016,25,tt1679335,346864462
2016,26,tt2660888,343471816
2016,27,tt3110958,334901337
2016,28,tt2034800,331957105
2016,29,tt3065204,321834351
2016,30,tt2592614,312242626
2016,31,tt5074352,311000000
2016,32,tt1355644,303144152
2016,33,tt2567026,299457024
2016,34,tt1935859,296482446
2016,35,tt3949660,245623848
2016,36,tt3263904,240797623
2016,37,tt2094766,240697856
2016,38,tt4846340,235956898
2016,39,tt1289401,229147509
2016,40,tt3062096,220021259
2016,41,tt1489889,216972543
2016,42,tt1473832,211952420
2016,43,tt2674426,207945075
2016,44,tt3300542,205754447
2016,45,tt2543164,203388186
2016,46,tt3691740,195243411
2016,47,tt4591310,193677158
2016,48,tt4651520,183936074
2016,49,tt4624424,182379278
2016,50,tt3410834,179246868
2016,51,tt2119532,175302354
2016,52,tt3631112,173185859
2016,53,tt6044910,173000000
2016,54,tt2381991,164989338
2016,55,tt2404435,162360636
2016,56,tt3393786,162146076
2016,57,tt4160708,159047649
2016,58,tt2140479,155160045
2016,59,tt2404233,150680864
2016,60,tt4786282,148868835
2016,61,tt2788732,143695338
2016,62,tt1700841,140705322
2016,63,tt3741834,140312928
2016,64,tt3522806,125729635
2016,65,tt2869728,124827316
2016,66,tt1860357,121790373
2016,67,tt3640424,119520023
2016,68,tt4052882,119100758
2016,69,tt4094724,118587880
2016,70,tt4501244,118102725
2016,71,tt1711525,114501299
2016,72,tt1292566,112343513
2016,73,tt1179933,110216998
2016,74,tt2304933,109906372
2016,75,tt4438848,108758521
2016,76,tt5112622,103197501
2016,77,tt4687848,102205175
2016,78,tt4832640,102000000
2016,79,tt1860213,94073028
2016,80,tt2638144,94061311
2016,81,tt2241351,93282604
2016,82,tt3760922,90632641
2016,83,tt4682786,88528280
2016,84,tt5700672,87547518
2016,85,tt2005151,86234523
2016,86,tt3531824,85241496
2016,87,tt1920885,84552250
2016,88,tt4361050,81705746
2016,89,tt3717252,81093313
2016,90,tt4034228,78988148
2016,91,tt2702724,78636257
2016,92,tt4262980,77947607
2016,93,tt2823054,77068246
2016,94,tt4302938,76249438
2016,95,tt5290524,75173000
2016,96,tt5325452,74827344
2016,97,tt5071886,74000000
2016,98,tt4257926,73983359
2016,99,tt3882082,73929392
2016,100,tt4172430,69411370
2018,1,tt4154756,2052415039
2018,2,tt1825683,1349926083
2018,3,tt4881806,1310466296
2018,4,tt3606756,1242805359
2018,5,tt1477834,1148528393
2018,6,tt1727824,903992901
2018,7,tt1270797,856085151
2018,8,tt4912910,791657398
2018,9,tt5463162,785896609
2018,10,tt4123430,654855901
2018,11,tt5095030,622674139
2018,12,tt1677720,607274134
2018,13,tt6878882,579220560
2018,14,tt4779682,530517320
2018,15,tt5848272,529323962
2018,16,tt5220122,528600000
2018,17,tt2709692,508575295
2018,18,tt4701182,467989645
2018,19,tt1517451,433888866
2018,20,tt2231461,428028233
2018,21,tt6911608,395044706
2018,22,tt3778644,392952373
2018,23,tt8529186,376000000
2018,24,tt4633694,375464627
2018,25,tt4477536,368307760
2018,26,tt5814060,365582797
2018,27,tt6170484,361682618
2018,28,tt5117670,351266433
2018,29,tt5028340,348807090
2018,30,tt6644200,341000000
2018,31,tt6966692,319700000
2018,32,tt5164214,297718711
2018,33,tt5758778,292351275
2018,34,tt2557478,290061297
2018,35,tt4500922,288175335
2018,36,tt1365519,274650803
2018,37,tt1502407,259900000
2018,38,tt3104988,238539198
2018,39,tt6343314,214215889
2018,40,tt6182908,214115531
2018,41,tt8033592,209221331
2018,42,tt3766354,190400157
2018,43,tt6046314,176746000
2018,44,tt7959026,174804407
2018,45,tt5726086,167885588
2018,46,tt3829266,160542134
2018,47,tt6921996,158972499
2018,48,tt2873282,151572634
2018,49,tt6133466,137056262
2018,50,tt1620680,132675864
2018,51,tt2119543,131523093
2018,52,tt7961060,125002821
2018,53,tt7401588,120989656
2018,54,tt1590193,119942387
2018,55,tt2704998,117501013
2018,56,tt5080556,114629169
2018,57,tt8116428,112790210
2018,58,tt1213641,105713218
2018,59,tt7880466,101860359
2018,60,tt4575576,99138899
2018,61,tt7040874,97644617
2018,62,tt5083738,95918706
2018,63,tt6772950,95330493
2018,64,tt6791096,94539426
2018,65,tt2531344,94017294
2018,66,tt7349662,93411426
2018,67,tt5664636,93320380
2018,68,tt6864046,91708374
2018,69,tt1563742,91244913
2018,70,tt2296777,90497778
2018,71,tt4532826,86493046
2018,72,tt6450186,86026201
2018,73,tt6869538,84168923
2018,74,tt1571234,83869818
2018,75,tt7784604,82530552
2018,76,tt5935704,81673897
2018,77,tt1259528,80509622
2018,78,tt6857166,78720293
2018,79,tt6266538,76073488
2018,80,tt5052474,75836683
2018,81,tt7668870,75462037
2018,82,tt2854926,75100000
2018,83,tt4218572,73866088
2018,84,tt2126357,72282227
2018,85,tt1413492,67450815
2018,86,tt6452574,67414985
2018,87,tt5164432,66316289
2018,88,tt4560436,66308758
2018,89,tt8267604,64978931
2018,90,tt5104604,64337744
2018,91,tt5619332,61700416
2018,92,tt6306064,59945012
2018,93,tt5523010,59522646
2018,94,tt6802308,57076286
2018,95,tt6850820,53918723
2018,96,tt4701724,53431158
2018,97,tt7137846,49078000
2018,98,tt8001346,47349002
2018,99,tt1072748,44019588
2018,100,tt2798920,43070915
1999,1,tt0120915,924317558
1999,2,tt0167404,672806292
1999,3,tt0120363,497366869
1999,4,tt0133093,463517383
1999,5,tt0120855,448191819
1999,6,tt0120616,415885488
1999,7,tt0125439,363889678
1999,8,tt0143145,361832400
1999,9,tt0169547,356296601
1999,10,tt0145660,312016928
1999,11,tt0163187,309457509
1999,12,tt0164912,300135367
1999,13,tt0120689,286801374
1999,14,tt0185937,248639099
1999,15,tt0163651,235483004
1999,16,tt0142342,234801895
1999,17,tt0120891,222104681
1999,18,tt0137494,212404396
1999,19,tt0146675,211989043
1999,20,tt0162661,206071502
1999,21,tt0150377,177841558
1999,22,tt0171363,177311151
1999,23,tt0122933,176885658
1999,24,tt0149261,164648142
1999,25,tt0210234,163649270
1999,26,tt0120663,162100000
1999,27,tt0120784,161626121
1999,28,tt0145681,151493655
1999,29,tt0144214,149705852
1999,30,tt0141369,134400000
1999,31,tt0134119,128798265
1999,32,tt0155267,124305181
1999,33,tt0139462,118880016
1999,34,tt0181316,117758500
1999,35,tt0166485,113996937
1999,36,tt0120188,108000000
1999,37,tt0160862,103166989
1999,38,tt0137523,100853753
1999,39,tt0146838,100230832
1999,40,tt0131325,98625775
1999,41,tt0134273,96618699
1999,42,tt0141098,93888180
1999,43,tt0177789,90683916
1999,44,tt0124315,88545092
1999,45,tt0182789,87423861
1999,46,tt0151738,84565230
1999,47,tt0158983,83137603
1999,48,tt0139134,76347426
1999,49,tt0156934,74608570
1999,50,tt0174856,73956241
1999,51,tt0123964,73521587
1999,52,tt0185125,67872296
1999,53,tt0151137,66976317
1999,54,tt0205000,65535067
1999,55,tt0120657,61698899
1999,56,tt0120910,60655420
1999,57,tt0140352,60289912
1999,58,tt0160916,58900031
1999,59,tt0142688,58401898
1999,60,tt0139414,56870414
1999,61,tt0130121,54264342
1999,62,tt0147800,53478166
1999,63,tt0145531,50041732
1999,64,tt0144117,50000000
1999,65,tt0175880,48451803
1999,66,tt0172493,48350205
1999,67,tt0125664,47434430
1999,68,tt0126916,46112640
1999,69,tt0137363,41067311
1999,70,tt0185371,40846082
1999,71,tt0124298,40263020
1999,72,tt0120596,36911617
1999,73,tt0120764,36850101
1999,74,tt0118665,36450736
1999,75,tt0132477,34698685
1999,76,tt0168501,34573780
1999,77,tt0128278,34105207
1999,78,tt0120655,31429330
1999,79,tt0218553,31365000
1999,80,tt0120458,30700000
1999,81,tt0167427,30636478
1999,82,tt0132347,29762011
1999,83,tt0129280,29000000
1999,84,tt0139239,28451622
1999,85,tt0166175,28200000
1999,86,tt0120646,28121100
1999,87,tt0144168,27500000
1999,88,tt0161100,25059640
1999,89,tt0188640,25037390
1999,90,tt0129167,23159305
1999,91,tt1067920,22951145
1999,92,tt0120601,22863596
1999,93,tt0164114,22593409
1999,94,tt0158811,22300000
1999,95,tt0164181,21133087
1999,96,tt0120857,21001563
1999,97,tt0138304,19598588
1999,98,tt0162677,19288130
1999,99,tt0149691,18653615
1999,100,tt0139809,18564088
1994,1,tt0110357,763455561
1994,2,tt0109830,677387716
1994,3,tt0111503,378882411
1994,4,tt0110475,351583407
1994,5,tt0111257,350448145
1994,6,tt0109813,341631208
1994,7,tt0109686,247275374
1994,8,tt0109831,245700832
1994,9,tt0110148,223664608
1994,10,tt0109444,215887717
1994,11,tt0109635,214015089
1994,12,tt0110912,213900000
1994,13,tt0111282,196567262
1994,14,tt0111070,189833357
1994,15,tt0110478,183031272
1994,16,tt0111255,170362582
1994,17,tt0110322,160638883
1994,18,tt0111742,131002597
1994,19,tt0111280,120000000
1994,20,tt0109254,119208989
1994,21,tt0109446,117615211
1994,22,tt0109836,112006296
1994,23,tt0110216,108431355
1994,24,tt0109040,107217396
1994,25,tt0110638,106683817
1994,26,tt0111438,101646581
1994,27,tt0111301,99423521
1994,28,tt0110997,94216343
1994,29,tt0112883,68792531
1994,30,tt0110366,67308282
1994,31,tt0110093,61947267
1994,32,tt0111686,57000000
1994,33,tt0110622,51132598
1994,34,tt0109506,50694672
1994,35,tt0110632,50283563
1994,36,tt0109127,50236831
1994,37,tt0110367,50083616
1994,38,tt0111693,50021959
1994,39,tt0110725,49000000
1994,40,tt0110771,48400000
1994,41,tt0111143,48063435
1994,42,tt0110527,46264384
1994,43,tt0109520,45610410
1994,44,tt0110413,45284974
1994,45,tt0110989,38087756
1994,46,tt0110167,37939757
1994,47,tt0110027,36800000
1994,48,tt0110442,30626182
1994,49,tt0109303,30156002
1994,50,tt0109890,30057974
1994,51,tt0110399,29392418
1994,52,tt0110123,28881266
1994,53,tt0109676,28735315
1994,54,tt0111161,28341469
1994,55,tt0110613,28000000
1994,56,tt0109951,27058304
1994,57,tt0110076,26900000
1994,58,tt0110099,26381221
1994,59,tt0111001,26000000
1994,60,tt0111756,25052000
1994,61,tt0110932,24822619
1994,62,tt0110971,24332324
1994,63,tt0142239,24200000
1994,64,tt0110146,21355893
1994,65,tt0109067,21011500
1994,66,tt0110157,21006361
1994,67,tt0111256,20667959
1994,68,tt0110950,20079850
1994,69,tt0110737,20059210
1994,70,tt0111732,20016254
1994,71,tt0109916,20000000
1994,72,tt0109456,19726050
1994,73,tt0142234,19500000
1994,74,tt0110391,18272894
1994,75,tt0107079,18225518
1994,76,tt0110516,18137661
1994,77,tt0109190,16671505
1994,78,tt0111400,16478900
1994,79,tt0110557,16453258
1994,80,tt0110657,15876353
1994,81,tt0110678,15340000
1994,82,tt0109198,15240435
1994,83,tt0110428,15238994
1994,84,tt0110598,15119639
1994,85,tt0111418,14815317
1994,86,tt0110763,13670688
1994,87,tt0109936,13145977
1994,88,tt0109015,11798854
1994,89,tt0111512,11555430
1994,90,tt0110955,11439193
1994,91,tt0111419,11373501
1994,92,tt0110907,11300653
1994,93,tt0109045,11224491
1994,94,tt0110305,9979683
1994,95,tt0109277,9940717
1994,96,tt0111333,9771658
1994,97,tt0111003,8638072
1994,98,tt0109842,8094616
1994,99,tt0109402,8009329
1994,100,tt0110057,7830611
2001,1,tt0241527,976475550
2001,2,tt0120737,871368364
2001,3,tt0198781,579707738
2001,4,tt0126029,487853320
2001,5,tt0240772,450717150
2001,6,tt0213149,449220945
2001,7,tt0209163,443280904
2001,8,tt0163025,368780809
2001,9,tt0133152,362211740
2001,10,tt0212985,351692268
2001,11,tt0266915,347325802
2001,12,tt0268978,316800000
2001,13,tt0252866,287553595
2001,14,tt0243155,281929795
2001,15,tt0245429,274925095
2001,16,tt0146316,274703340
2001,17,tt0212720,235926552
2001,18,tt0230600,209947037
2001,19,tt0232500,207283925
2001,20,tt0259711,203388341
2001,21,tt0230011,186053725
2001,22,tt0203009,179213434
2001,23,tt0240462,176104344
2001,24,tt0211915,173921954
2001,25,tt0265086,172989651
2001,26,tt0247638,165335153
2001,27,tt0227538,147934180
2001,28,tt0236493,147845033
2001,29,tt0244244,147080413
2001,30,tt0266987,143049560
