keyword,count,cum_count,cum_share
rave_culture,21,1888456,0.9040155790142865
natal,21,1888477,0.9040256318443017
schoolboy,21,1888498,0.904035684674317
chupacabra,21,1888519,0.9040457375043323
mozambique,21,1888540,0.9040557903343476
friendship_between_women,21,1888561,0.9040658431643628
union_of_myanmar_(burma),21,1888582,0.9040758959943781
sharks,21,1888603,0.9040859488243933
based_on_visual_novel,21,1888624,0.9040960016544086
malta,21,1888645,0.9041060544844238
bizarre,21,1888666,0.9041161073144391
cow,21,1888687,0.9041261601444543
traumatic_experience,21,1888708,0.9041362129744697
antiquity,21,1888729,0.9041462658044849
pink_floyd,21,1888750,0.9041563186345002
cohabitation,21,1888771,0.9041663714645154
nollywood,21,1888792,0.9041764242945307
lucid_dreaming,21,1888813,0.9041864771245459
four-mations,21,1888834,0.9041965299545612
still_photography,21,1888855,0.9042065827845764
ecologism,21,1888876,0.9042166356145918
country_girl,21,1888897,0.904226688444607
press_freedom,21,1888918,0.9042367412746223
college_love,21,1888939,0.9042467941046375
pesticide,21,1888960,0.9042568469346528
organic_agriculture,21,1888981,0.904266899764668
female_singers,21,1889002,0.9042769525946833
open_marriage,21,1889023,0.9042870054246985
red_cross,21,1889044,0.9042970582547138
natural_wonder,21,1889065,0.904307111084729
rock_singer,21,1889086,0.9043171639147444
heart_warming,21,1889107,0.9043272167447596
trapeze,21,1889128,0.9043372695747749
hispanic_monarchy_(spanish_empire),21,1889149,0.9043473224047901
criticism,21,1889170,0.9043573752348054
motor_racing,21,1889191,0.9043674280648206
schlock,21,1889212,0.9043774808948359
bulldog_drummond,21,1889233,0.9043875337248511
afrofuturism,21,1889254,0.9043975865548665
neo-colonialism,21,1889275,0.9044076393848817
horror_fans,21,1889296,0.904417692214897
past_love,21,1889317,0.9044277450449122
east_side_kids,21,1889338,0.9044377978749275
musclemen,21,1889359,0.9044478507049427
observational_cinema,21,1889380,0.904457903534958
kyrgyzstan,21,1889401,0.9044679563649732
latinx,21,1889422,0.9044780091949886
praxinoscope,21,1889443,0.9044880620250038
sound_design,21,1889464,0.9044981148550191
ukrainian_culture,21,1889485,0.9045081676850343
fishermen,21,1889506,0.9045182205150496
parables,21,1889527,0.9045282733450648
m62_presents,21,1889548,0.9045383261750801
album,21,1889569,0.9045483790050953
slow,21,1889590,0.9045584318351106
bulgarian_history,21,1889611,0.9045684846651258
cheetah,21,1889632,0.9045785374951412
couples_fantasies,21,1889653,0.9045885903251564
edm,21,1889674,0.9045986431551717
vitaphone,21,1889695,0.9046086959851869
noise_music,21,1889716,0.9046187488152022
microbudget,21,1889737,0.9046288016452174
star_wars,21,1889758,0.9046388544752327
colors,21,1889779,0.9046489073052479
donald_trump,21,1889800,0.9046589601352633
infancia,21,1889821,0.9046690129652785
girls,21,1889842,0.9046790657952938
3p・4p,21,1889863,0.904689118625309
narrative_short_film,21,1889884,0.9046991714553243
based_on_short,21,1889905,0.9047092242853395
wormhole,20,1889925,0.9047187984091636
chosen_one,20,1889945,0.9047283725329877
django,20,1889965,0.9047379466568117
rich_woman_poor_man,20,1889985,0.9047475207806358
german_occupation_of_france,20,1890005,0.9047570949044598
botanist,20,1890025,0.9047666690282838
perspective,20,1890045,0.9047762431521079
wretch,20,1890065,0.904785817275932
stag_night,20,1890085,0.9047953913997561
cowardice,20,1890105,0.9048049655235801
public_humiliation,20,1890125,0.9048145396474042
duke,20,1890145,0.9048241137712282
storm_at_sea,20,1890165,0.9048336878950523
story_teller,20,1890185,0.9048432620188763
sex_crime,20,1890205,0.9048528361427004
ambivalent,20,1890225,0.9048624102665245
trenches,20,1890245,0.9048719843903485
fashion_magazine,20,1890265,0.9048815585141726
homicide_investigation,20,1890285,0.9048911326379966
drug_deal,20,1890305,0.9049007067618207
drug_war,20,1890325,0.9049102808856447
albanian,20,1890345,0.9049198550094688
colony,20,1890365,0.9049294291332929
preparatory_school,20,1890385,0.904939003257117
pill,20,1890405,0.904948577380941
taxidermy,20,1890425,0.904958151504765
hedgehog,20,1890445,0.9049677256285891
internment_camp,20,1890465,0.9049772997524131
mona_lisa_(la_gioconda),20,1890485,0.9049868738762372
mayoral_election,20,1890505,0.9049964480000613
antagonistic,20,1890525,0.9050060221238854
treatment,20,1890545,0.9050155962477094
tooth,20,1890565,0.9050251703715334
woman_in_peril,20,1890585,0.9050347444953575
diamond_mine,20,1890605,0.9050443186191816
trapped_in_a_house,20,1890625,0.9050538927430056
midnight,20,1890645,0.9050634668668297
alien_infection,20,1890665,0.9050730409906538
angry_mob,20,1890685,0.9050826151144779
samoa,20,1890705,0.9050921892383018
intolerance,20,1890725,0.9051017633621259
chaotic,20,1890745,0.90511133748595
mob_family,20,1890765,0.905120911609774
website,20,1890785,0.9051304857335981
canary,20,1890805,0.9051400598574222
animal_research,20,1890825,0.9051496339812463
machismo,20,1890845,0.9051592081050702
petrol,20,1890865,0.9051687822288943
pin-up,20,1890885,0.9051783563527184
revolutionary_war,20,1890905,0.9051879304765424
genesis,20,1890925,0.9051975046003665
chechnya,20,1890945,0.9052070787241906
narcissist,20,1890965,0.9052166528480147
bath_tub,20,1890985,0.9052262269718386
car_bomb,20,1891005,0.9052358010956627
london_underground,20,1891025,0.9052453752194868
day_in_a_life,20,1891045,0.9052549493433109
3d,20,1891065,0.9052645234671349
king_of_england,20,1891085,0.905274097590959
dance_hall,20,1891105,0.905283671714783
oil_rig,20,1891125,0.905293245838607
accused_of_murder,20,1891145,0.9053028199624311
screwball,20,1891165,0.9053123940862552
american_soldiers,20,1891185,0.9053219682100793
eclipse,20,1891205,0.9053315423339033
card_playing,20,1891225,0.9053411164577274
destruction_of_planet,20,1891245,0.9053506905815514
emergency,20,1891265,0.9053602647053755
subconsciousness,20,1891285,0.9053698388291995
exploding_car,20,1891305,0.9053794129530236
london_blitz,20,1891325,0.9053889870768477
atomic_bomb_test,20,1891345,0.9053985612006717
captain_nemo,20,1891365,0.9054081353244958
country_club,20,1891385,0.9054177094483198
girl_power,20,1891405,0.9054272835721439
street_musician,20,1891425,0.9054368576959679
