keyword,count,is_political,matched_rule
brother_sister_relationship,164,False,
lgbt_interest,164,False,
pop,164,False,
girls_love,164,False,
political_activism,164,True,institutions_elections_law
voluptuous,164,False,
epic,163,False,
cyborg,163,False,
gay_romance,163,False,
mysterious,163,False,
summer_vacation,163,False,
childhood_trauma,163,False,
yoga,163,False,
sister_sister_relationship,162,False,
hacker,162,False,
factory,162,False,
letter,162,False,
hitchhiker,162,False,
cartoon_mouse,162,False,
jesus_christ,162,False,
women's_rights,162,False,
widower,161,False,
2000s,161,False,
spanking,161,False,
black_humor,161,False,
arranged_marriage,161,False,
quarantine,161,False,
kiss,161,False,
children,161,False,
training,160,False,
sadness,160,False,
spirit,160,False,
based_on_song,160,False,
poem_or_rhyme,160,False,
disguise,160,False,
art_house,160,False,
domination,160,False,
series_of_murders,160,False,
escort,160,False,
kamen_rider,160,False,
broken_family,160,False,
superhero_team,159,False,
car_race,159,False,
interracial_relationship,159,False,
sailor,159,False,
sign_languages,158,False,
motel,158,False,
aliens,158,False,
voodoo,158,False,
cross_dressing,158,False,
absurdist,158,False,
swinger,158,False,
cinema_history,158,False,
cinema,158,False,
black_magic,157,False,
poem,157,False,
online_dating,157,False,
movie_star,157,False,
memory_loss,156,False,
bank,156,True,economy_finance_crisis
strip_club,156,False,
social_commentary,156,False,
afghanistan,156,False,
elderly,156,False,
folk_music,156,False,
giallo,156,False,
street_gang,155,False,
trapped,155,False,
airport,155,False,
fan_film,155,False,
amateur_film,155,False,
high_school_student,154,False,
poison,154,False,
terror,154,True,war_security_intel
psychic,154,False,
justice,154,False,
blindness,154,False,
noir,154,False,
mercenary,153,False,
shipwreck,153,False,
disaster_movie,153,False,
space_opera,153,False,
fascism,153,False,
taxi,153,False,
snake,153,False,
co-workers_relationship,153,False,
domestic_abuse,153,False,
workout,153,False,
maghreb,153,False,
failed_tv_pilot,153,False,
east_asian_lead,152,False,
virgin,152,False,
millionaire,152,False,
smoking,152,False,
teen,152,False,
volcano,151,False,
surveillance,151,True,war_security_intel
michigan,151,False,
knife,151,False,
chinese,151,False,
nudism,151,False,
farming,151,False,
ghost_story,151,False,
korean_war,151,True,war_security_intel
president,150,True,institutions_elections_law
broadway,150,False,
diary,149,False,
mermaid,149,False,
new_jersey,149,False,
treasure_hunt,149,False,
paranormal_phenomena,149,False,
police_detective,149,True,migration_police_civilrights
self-discovery,149,False,
snow_skiing,149,False,
wrestler,149,False,
hard_rock,149,False,
bukkake,149,False,
fraud,148,True,inequality_corruption_elites
orphanage,148,False,
love_story,148,False,
inspirational,148,False,
runaway,148,False,
islam,148,False,
stage_show,148,False,
blaxploitation_cinema,148,False,
casting_couch,148,False,
western,147,False,
monkey,147,False,
disease,147,False,
girlfriend,147,False,
election,147,True,institutions_elections_law
japanese_music,147,False,
hilarious,146,False,
race,146,False,
romania,146,False,
socialism,146,True,inequality_corruption_elites
dramedy,146,False,
film_student,146,False,
cave,145,False,
based_on_fairy_tale,145,False,
vengeance,145,False,
loss_of_virginity,145,False,
puppetry,145,False,
canuxploitation,145,False,
nudity,145,False,
drug_trafficking,144,False,
wuxia,144,False,
drug_use,144,False,
summer_camp,144,False,
falsely_accused,144,False,
life,144,False,
blowjob,144,False,
single_father,143,False,
birthday_party,143,True,institutions_elections_law
medicine,143,False,
marriage_proposal,143,False,
human_trafficking,143,False,
motor_sport,143,False,
chess,143,False,
beer,143,False,
communist,143,True,inequality_corruption_elites
male_prostitution,143,False,
boarding_school,142,False,
suburb,142,False,
pop_star,142,False,
subway,142,False,
decapitation,142,False,
reincarnation,142,False,
film_director,142,False,
scandal,142,True,inequality_corruption_elites
genocide,141,False,
washington_dc,141,False,
fantasy_world,141,False,
villain,141,False,
royalty,141,False,
war_crimes,141,True,war_security_intel
camp,141,False,
aging,141,False,
doll,141,False,
police_investigation,141,True,migration_police_civilrights
cigarette,141,False,
stand-up_comedian,141,False,
femdom,141,False,
greek_mythology,140,False,
old_man,140,False,
lovers,140,False,
nostalgic,140,False,
golf,140,False,
biker,140,False,
unfaithful_husband,140,False,
home,140,False,
kickboxing,140,False,
rap,140,False,
hypnosis,139,False,
queen,139,False,
natural_disaster,139,False,
alps_mountains,139,False,
folk_horror,139,False,
erotic_thriller,139,False,
feminist,139,False,
concentration_camp,138,False,
jazz_singer_or_musician,138,False,
trans_woman,138,False,
duel,138,False,
