year,n_top20,n_21_100,mean_polkw_top20,mean_polkw_21_100,gap_polkw,mean_polshare_top20,mean_polshare_21_100,gap_polshare,mean_totalkw_top20,mean_totalkw_21_100,gap_totalkw,share_any_top20,share_any_21_100,mean_domestic_top20,mean_domestic_21_100,median_domestic_top20,median_domestic_21_100,coverage_kw_top20,coverage_kw_21_100
2010,20,77,0.45,0.6883116883116883,-0.2383116883116883,0.030540128730918204,0.07108992894790109,-0.04054980021698289,12.35,9.714285714285714,2.635714285714286,0.4,0.3246753246753247,211158083.35,60851563.766233765,174327190.5,57744720.0,1.0,0.987012987012987
2011,20,78,1.3,0.5384615384615384,0.7615384615384616,0.08846431346431347,0.0464852586891188,0.04197905477519467,12.45,11.884615384615385,0.5653846153846143,0.45,0.34615384615384615,187195313.75,53901649.44871795,173181308.5,44262553.0,1.0,1.0
2012,20,76,1.25,0.7105263157894737,0.5394736842105263,0.08357979224078296,0.05113368976699019,0.03244610247379277,16.35,11.855263157894736,4.494736842105265,0.55,0.35526315789473684,241514010.0,54862403.868421055,201726694.5,49069408.0,1.0,1.0
2013,20,78,0.9,0.6025641025641025,0.2974358974358975,0.06223575036075035,0.05625133884874144,0.0059844115120089095,12.85,9.512820512820513,3.337179487179487,0.45,0.3333333333333333,230447562.05,58283092.48717949,204360925.5,55726977.5,1.0,0.9871794871794872
2014,20,79,0.75,0.9620253164556962,-0.21202531645569622,0.08140127233877234,0.0713040779153923,0.010097194423380043,13.7,10.594936708860759,3.10506329113924,0.55,0.379746835443038,218689137.3,61011560.81012658,204610829.0,52076908.0,1.0,0.9746835443037974
2015,19,79,0.7894736842105263,0.8607594936708861,-0.07128580946035978,0.05697957013746487,0.07209327296408173,-0.015113702826616858,13.0,11.10126582278481,1.8987341772151893,0.3684210526315789,0.35443037974683544,252842141.2631579,48127809.94936709,195042377.0,42656255.0,1.0,1.0
2016,19,77,0.5263157894736842,0.7012987012987013,-0.17498291182501713,0.05069097569097569,0.07472968816350667,-0.024038712472530976,10.894736842105264,10.623376623376624,0.27136021872864013,0.3157894736842105,0.36363636363636365,251511287.36842105,54063553.064935066,232641920.0,47695371.0,1.0,1.0
2017,19,75,0.631578947368421,0.6933333333333334,-0.06175438596491234,0.03837678966677935,0.08172400390369769,-0.04334721423691834,12.052631578947368,9.186666666666667,2.8659649122807007,0.2631578947368421,0.37333333333333335,255506995.10526314,41796990.986666664,226008385.0,34121140.0,0.9473684210526315,0.9733333333333334
2018,20,76,0.3,0.9078947368421053,-0.6078947368421053,0.01931184012066365,0.08778607503607504,-0.06847423491541138,11.0,10.43421052631579,0.5657894736842106,0.25,0.47368421052631576,202744818.1,46020274.276315786,189132835.5,40054284.0,1.0,0.9868421052631579
2019,19,78,0.42105263157894735,0.5512820512820513,-0.13022941970310398,0.04026602052917842,0.06636195218072266,-0.026095931651544238,12.894736842105264,9.974358974358974,2.9203778677462893,0.3157894736842105,0.3333333333333333,305323663.57894737,53544873.307692304,211593228.0,45018072.5,1.0,1.0
2020,13,0,1.1538461538461537,,,0.1009322895610521,,,11.538461538461538,,,0.46153846153846156,,57850334.461538464,,26441782.0,,1.0,
